Title,Abstract,Authors,Affiliations
Hierarchies of Planning and Reinforcement Learning for Robot Navigation,"Solving robotic navigation tasks via reinforcement learning (RL) is challenging due to their sparse reward and long decision horizon nature. However, in many navigation tasks, high-level (HL) task representations, like a rough floor plan, are available. Previous work has demonstrated efficient learning by hierarchal approaches consisting of path planning in the HL representation and using sub-goals derived from the plan to guide the RL policy in the source task. However, these approaches usually neglect the complex dynamics and sub-optimal sub-goal-reaching capabilities of the robot during planning. This work overcomes these limitations by proposing a novel hierarchical framework that utilizes a trainable planning policy for the HL representation. Thereby robot capabilities and environment conditions can be learned utilizing collected rollout data. We specifically introduce a planning policy based on value iteration with a learned transition model (VI-RL). In simulated robotic navigation tasks, VI-RL results in consistent strong improvement over vanilla RL, is on par with vanilla hierarchal RL on single layouts but more broadly applicable to multiple layouts, and is on par with trainable HL path planning baselines except for a parking task with difficult non-holonomic dynamics where it shows marked improvements.
                           ","['W?hlke, Jan', 'Schmitt, Felix', 'van Hoof, Herke']","['Bosch Center for Artificial Intelligence', 'Bosch Center for Artificial Intelligence', 'University of Amsterdam']"
Deep Reinforcement Learning for Mapless Navigation of a Hybrid Aerial Underwater Vehicle with Medium Transition,"Since the application of Deep Q-Learning to the continuous action domain in Atari-like games, Deep Reinforcement Learning (Deep-RL) techniques for motion control have been qualitatively enhanced. Nowadays, modern Deep-RL can be successfully applied to solve a wide range of complex decision-making tasks for many types of vehicles. Based on this context, in this paper, we propose the use of Deep-RL to perform autonomous mapless navigation for Hybrid Unmanned Aerial Underwater Vehicles (HUAUVs), robots that can operate in both, air or water media. We developed two approaches, one deterministic and the other stochastic. Our system uses the relative localization of the vehicle and simple sparse range data to train the network. We compared our approaches with an adapted version of the BUG2 algorithm for mapless navigation of aerial vehicles. Based on experimental results, we can conclude that Deep-RL-based approaches can be successfully used to perform mapless navigation and obstacle avoidance for HUAUVs. Our vehicle accomplished the navigation in two scenarios, being capable to achieve the desired target through both environments, and even outperforming the behavior-based algorithm on the obstacle-avoidance capability.
                           ","['Grando, Ricardo', 'Costa de Jesus, Junior', 'Kich, Victor Augusto', 'Kolling, Alisson Henrique', 'Bortoluzzi, Nicolas', 'Miranda Pinheiro, Pedro', 'Alves Neto, Armando', 'Drews-Jr, Paulo']","['Federal University of Rio Grande', 'Universidade Federal De Santa Maria', 'Universidade Federal De Santa Maria', 'Universidade Federal De Santa Maria', 'Federal University of Rio Grande, FURG', 'Federal University of Rio Grande - FURG', 'Universidade Federal De Minas Gerais', 'Federal University of Rio Grande (FURG)']"
Deep Reinforcement Learning for Active Target Tracking,"We solve active target tracking, one of the essential tasks in autonomous systems, using a deep reinforcement learning (RL) approach. In this problem, an autonomous agent is tasked with acquiring information about targets of interests using its on-board sensors. The classical challenges in this problem are system model dependence and the difficulty of computing information-theoretic cost functions for a long planning horizon. RL provides solutions for these challenges as the length of its effective planning horizon does not affect the computational complexity, and it drops the strong dependency of an algorithm on system models. In particular, we introduce Active Tracking Target Network (ATTN), a unified deep RL policy that is capable of solving major sub-tasks of active target tracking -- in-sight tracking, navigation, and exploration. The policy shows robust behavior for tracking agile and anomalous targets with a partially known target model. Additionally, the same policy is able to navigate in obstacle environments to reach distant targets as well as explore the environment when targets are positioned in unexpected locations.
                           ","['Jeong, Heejin', 'Hassani, Hamed', 'Morari, Manfred', 'Lee, Daniel', 'Pappas, George J.']","['University of Pennsylvania', 'University of Pennsylvania', 'ETH Zurich', 'Cornell Tech', 'University of Pennsylvania']"
Regularizing Action Policies for Smooth Control with Reinforcement Learning,"A critical problem with the practical utility of controllers trained with deep Reinforcement Learning (RL) is the notable lack of smoothness in the actions learned by the RL policies. This trend often presents itself in the form of control signal oscillation and can result in poor control, high power consumption, and undue system wear. We introduce Conditioning for Action Policy Smoothness (CAPS), an effective yet intuitive regularization on action policies, which offers consistent improvement in the smoothness of the learned state-to-action mappings of neural network controllers, reflected in the elimination of high-frequency components in the control signal. Tested on a real system, improvements in controller smoothness on a quadrotor drone resulted in an almost 80% reduction in power consumption while consistently training flight-worthy controllers. Project website: http://ai.bu.edu/caps
                           ","['Mysore, Siddharth', 'El Mabsout, Bassel', 'Mancuso, Renato', 'Saenko, Kate']","['Boston University', 'Boston University', 'Boston University', 'Boston University']"
Stabilizing Neural Control Using Self-Learned Almost Lyapunov Critics,"The lack of stability guarantee restricts the practical use of learning-based methods in core control problems in robotics. We develop new methods for learning neural control policies and neural Lyapunov critic functions in the model-free reinforcement learning (RL) setting. We use sample-based approaches and the Almost Lyapunov function conditions to estimate the region of attraction and invariance properties through the learned Lyapunov critic functions. The methods enhance stability of neural controllers for various nonlinear systems including automobile and quadrotor control.
                           ","['Chang, Ya-Chien', 'Gao, Sicun']","['University of California San Diego', 'UCSD']"
LBGP: Learning Based Goal Planning for Autonomous Following in Front,"This paper investigates a hybrid solution which combines deep reinforcement learning (RL) and classical trajectory planning for the ``following in front'' application. Here, an autonomous robot aims to stay ahead of a person as the person freely walks around. Following in front is a challenging problem as the user's intended trajectory is unknown and needs to be estimated, explicitly or implicitly, by the robot. In addition, the robot needs to find a feasible way to safely navigate ahead of human trajectory. Our deep RL module makes decisions at a high level by implicitly estimates the human trajectory and produces short-term navigational goals to guide the robot. These goals are used by a trajectory planner, which is responsible for low-level execution, to smoothly navigate the robot to the short-term goals, and eventually in front of the user. We employ curriculum learning in the deep RL module to efficiently achieve a high return. Our system outperforms the state-of-the-art in following ahead and is more reliable compared to end-to-end alternatives in both the simulation and real world experiments. In contrast to a pure deep RL approach, we demonstrate zero-shot transfer of the trained policy from simulation to the real world.
                           ","['Nikdel, Payam', 'Vaughan, Richard', 'Chen, Mo']","['Simon Fraser University', 'Simon Fraser University', 'Simon Fraser University']"
Evaluating Guided Policy Search for Human-Robot Handovers,"We evaluate the potential of Guided Policy Search (GPS), a model-based reinforcement learning (RL) method, to train a robot controller for human-robot object handovers. Handovers are a key competency for collaborative robots and GPS could be a promising approach for this task, as it is data efficient and does not require prior knowledge of the robot and environment dynamics. However, existing uses of GPS did not consider important aspects of human-robot handovers, namely large spatial variations in reach locations, moving targets, and generalizing over mass changes induced by the object being handed over. In this work, we formulate the reach phase of handovers as an RL problem and then train a collaborative robot arm in a simulation environment. Our results indicate that GPS is limited in the spatial generalizability over variations in the target location, but that this issue can be mitigated with the addition of local controllers trained over target locations in the high error regions. Moreover, learned policies generalize well over a large range of end-effector masses. Moving targets can be reached with comparable errors using a global policy trained on static targets, but this results in inefficient, high-torque, trajectories. Training on moving targets improves trajectories, but results in worse worst-case performance. Initial results suggest that lower-dimensional state representations are beneficial for GPS performance in handovers.
                           ","['Kshirsagar, Alap', 'Hoffman, Guy', 'Biess, Armin']","['Cornell University', 'Cornell University', 'Ben-Gurion University of the Negev']"
Decentralized Structural-RNN for Robot Crowd Navigation with Deep Reinforcement Learning,"Safe and efficient navigation through human crowds is an essential capability for mobile robots. Previous work on robot crowd navigation assumes that the dynamics of all agents are known and well-defined. In addition, the performance of previous methods deteriorates in partially observable environments and environments with dense crowds. To tackle these problems, we propose decentralized structural-Recurrent Neural Network (DS-RNN), a novel network that reasons about spatial and temporal relationships for robot decision making in crowd navigation. We train our network with model-free deep reinforcement learning without any expert supervision. We demonstrate that our model outperforms previous methods in challenging crowd navigation scenarios. We successfully transfer the policy learned in the simulator to a real-world TurtleBot 2i.
                           ","['Liu, Shuijing', 'Chang, Peixin', 'Liang, Weihang', 'Chakraborty, Neeloy', 'Driggs-Campbell, Katherine']","['University of Illinois at Urbana Champaign', 'University of Illinois at Urbana Champaign', 'University of Illinois at Urbana-Champaign', 'University of Illinois at Urbana-Champaign', 'University of Illinois at Urbana-Champaign']"
Causal Reasoning in Simulation for Structure and Transfer Learning of Robot Manipulation Policies,"We present CREST, an approach for causal reasoning in simulation to learn the relevant state space for a robot manipulation policy. Our approach conducts interventions using internal models, which are simulations with approximate dynamics and simplified assumptions. These interventions elicit the structure between the state and action spaces, enabling construction of neural network policies with only relevant states as input. These policies are pretrained using the internal model with domain randomization over the relevant states. The policy network weights are then transferred to the target domain (e.g., the real world) for fine tuning. We perform extensive policy transfer experiments in simulation for two representative manipulation tasks: block stacking and crate opening. Our policies are shown to be more robust to domain shifts, more sample efficient to learn, and scale to more complex settings with larger state spaces. We also show improved zero-shot sim-to-real transfer of our policies for the block stacking task.
                           ","['Lee, Timothy Edward', 'Zhao, Jialiang', 'Sawhney, Amrita', 'Girdhar, Siddharth', 'Kroemer, Oliver']","['Carnegie Mellon University', 'Carnegie Mellon University', 'Carnegie Mellon University', 'Carnegie Mellon University', 'Carnegie Mellon University']"
Amortized Q-Learning with Model-Based Action Proposals for Autonomous Driving on Highways,"Well-established optimization-based methods can guarantee an optimal trajectory for a short optimization horizon, typically no longer than a few seconds. As a result, choosing the optimal trajectory for this short horizon may still result in a sub-optimal long-term solution. At the same time, the resulting short-term trajectories allow for effective, comfortable and provable safe maneuvers in a dynamic traffic environment.In this work, we address the question of how to ensure an optimal long-term driving strategy, while keeping the benefits of classical trajectory planning. We introduce a Reinforcement Learning based approach that coupled with a trajectory planner, learns an optimal long-term decision-making strategy for driving on highways.By online generating locally optimal maneuvers as actions, we balance between the infinite low-level continuous action space, and the limited flexibility of a fixed number of predefined standard lane-change actions. We evaluated our method on realistic scenarios in the open-source traffic simulator SUMO and were able to achieve better performance than the 4 benchmark approaches we compared against, including a random action selecting agent, greedy agent, high-level, discrete actions agent and an IDM-based SUMO-controlled agent.
                           ","['Mirchevska, Branka', 'Huegle, Maria', 'Kalweit, Gabriel', 'Werling, Moritz', 'Boedecker, Joschka']","['Freiburg University, BMW Group', 'University of Freiburg', 'University of Freiburg', 'Karlsruhe Institute of Technology', 'University of Freiburg']"
Towards Efficient Multiview Object Detection with Adaptive Action Prediction,"Active vision is a desirable perceptual feature for robots. Existing approaches usually make strong assumptions about the task and environment, thus are less robust and efficient. This study proposes an adaptive view planning approach to boost the efficiency and robustness of active object detection. We formulate the multi-object detection task as an active multiview object detection problem given the initial location of the objects. Next, we propose a novel adaptive action prediction (A2P) method built on a deep Q-learning network with a dueling architecture. The A2P method is able to perform view planning based on visual information of multiple objects; and adjust action ranges according to the task status. Evaluated on the AVD dataset, A2P leads to 21.9% increase in detection accuracy in unfamiliar environments, while improving efficiency by 22.7%. On the T-LESS dataset, multi-object detection boosts efficiency by more than 30% while achieving equivalent detection accuracy.
                           ","['Xu, Qianli', 'Fang, Fen', 'Gauthier, Nicolas', 'Liang, Wenyu', 'Wu, Yan', 'Li, Liyuan', 'Lim, Joo Hwee']","['Institute for Infocomm Research', 'I2R', 'Institute for Infocomm Research, Agency for Science, Technology', 'Institute for Infocomm Research, A*STAR', 'A*STAR Institute for Infocomm Research', 'Institute for Infocomm Research, A*STAR', 'I2R A*STAR']"
Reward Learning from Very Few Demonstrations (I),"
Keywords: Learning from Demonstration, Reinforcement Learning, Visual Learning
","['Eteke, Cem', 'Kebude, Dogancan', 'Akgun, Baris']","['Koc University', 'Koc University', 'Koc University']"
Harmonic-Based Optimal Motion Planning in Constrained Workspaces Using Reinforcement Learning,"In this work, we propose a novel reinforcement learning algorithm to solve the optimal motion planning problem. Particular emphasis is given on the rigorous mathematical proof of safety, convergence as well as optimality w.r.t. to a classical integral quadratic cost function, while reinforcement learning is adopted to enable its approximation. Both offline and online solutions are presented, and an implementation of the offline method is contrasted to a state-of-the-art RRT^{star} approach. This novel approach inherits the strong traits from both artificial potential fields, i.e., reactivity, as well as sampling-based methods, i.e., optimality, and opens up new paths to the age-old problem of motion planning, by merging modern tools and philosophies from various corners of the field.
                           ","['Rousseas, Panagiotis', 'Bechlioulis, Charalampos', 'Kyriakopoulos, Kostas']","['NTUA', 'National Technical University of Athens', 'National Technical Univ. of Athens']"
Tiny Robot Learning (tinyRL) for Source Seeking on a Nano Quadcopter,"We present fully autonomous source seeking onboard a highly constrained nano quadcopter, by contributing application-specific system and observation feature design to enable inference of a deep-RL policy onboard a nano quadcopter. Our deep-RL algorithm finds a high-performance solution to a challenging problem, even in presence of high noise levels and generalizes across real and simulation environments with different obstacle configurations. We verify our approach with simulation and in-field testing on a CrazyFlie using only the cheap and ubiquitous Cortex-M4 microcontroller unit. The results show that by end-to-end application-specific system design, our contribution consumes almost three times less additional power, as compared to a competitive learning-based navigation approach onboard a nano quadcopter. Thanks to our observation space, which we carefully design within the resource constraints, our solution achieves a 94% success rate in cluttered and randomized test environments, as compared to the previously achieved 80%. We also compare our strategy to a simple finite state machine (FSM), geared towards efficient exploration, and demonstrate that our policy is more robust and resilient at obstacle avoidance as well as up to 70% more efficient in source seeking. To this end, we contribute a cheap and lightweight end-to-end tiny robot learning (tinyRL) solution, running onboard a nano quadcopter, that proves to be robust and efficient in a challenging task.
                           ","['Duisterhof, Bardienus Pieter', 'Krishnan, Srivatsan', 'Cruz, Jonathan Jesus', 'Banbury, Colby Richard', 'Fu, William', 'Faust, Aleksandra', 'de Croon, Guido', 'Janapa Reddi, Vijay']","['Harvard University', 'Harvard University', 'Harvard University', 'Harvard University', 'Harvard College', 'Google Brain', 'TU Delft / ESA', 'Harvard University']"
Residual Model Learning for Microrobot Control,"A majority of microrobots are constructed using compliant materials that are difficult to model analytically, limiting the utility of traditional model-based controllers. Challenges in data collection on micro-robots and large errors between simulated models and real robots make current model-based learning and sim-to-real transfer methods difficult to apply. We propose a novel framework residual model learning (RML) that leverages approximate models to substantially reduce the sample complexity associated with learning an accurate robot model. We show that using RML, we can learn a model of the Harvard Ambulatory MicroRobot (HAMR) using just 12 seconds of passively collected interaction data. The learned model is accurate enough to be leveraged as ""proxy-simulator"" for learning walking and turning behaviors using model-free reinforcement learning algorithms. RML provides a general framework for learning from extremely small amounts of interaction data, and our experiments with HAMR clearly demonstrate that RML substantially outperforms existing techniques.
                           ","['Gruenstein, Joshua', 'Chen, Tao', 'Doshi, Neel', 'Agrawal, Pulkit']","['Massachusetts Institute of Technology', 'Massachusetts Institute of Technology', 'MIT', 'MIT']"
Data-Based Control of Partially-Observed Robotic Systems,"This paper presents a data-based approach to control robotic systems with partially-observed feedback. First, an open-loop optimization problem is solved to generate the nominal trajectory and then a linear time-varying Autoregressive¨CMoving-Average (ARMA) model of the system is calculated along the trajectory from the output measurement data. The system is then described in an information state containing input-output information of the past few steps following a feedback gain which is calculated by solving a specific LQG problem along the nominal trajectory. The separate design of the open-loop and the closed-loop problem is used following the Decoupled Data-based Control (D2C) approach. Simulation results are also shown for complex models with fluid-structure interaction in the presence of both process and measurement noise.
                           ","['Wang, Ran', 'Goyal, Raman', 'Chakravorty, Suman', 'Skelton, Robert']","['Texas A&M University', 'Texas A&M University', 'Texas A&M University', 'Texas A&M University']"
Generalization in Reinforcement Learning by Soft Data Augmentation,"Extensive efforts have been made to improve the generalization ability of Reinforcement Learning (RL) methods via domain randomization and data augmentation. However, as more factors of variation are introduced during training, optimization becomes increasingly challenging, and empirically may result in lower sample efficiency and unstable training. Instead of learning policies directly from augmented data, we propose SOft Data Augmentation (SODA), a method that decouples augmentation from policy learning. Specifically, SODA imposes a soft constraint on the encoder that aims to maximize the mutual information between latent representations of augmented and non-augmented data, while the RL optimization process uses strictly non-augmented data. Empirical evaluations are performed on diverse tasks from DeepMind Control suite as well as a robotic manipulation task, and we find SODA to significantly advance sample efficiency, generalization, and stability in training over state-of-the-art vision-based RL methods.
                           ","['Hansen, Nicklas', 'Wang, Xiaolong']","['Technical University of Denmark', 'UC San Diego']"
Efficient Robotic Object Search Via HIEM: Hierarchical Policy Learning with Intrinsic-Extrinsic Modeling,"Despite the significant success at enabling robots with autonomous behaviors makes deep reinforcement learning a promising approach for robotic object search task, the deep reinforcement learning approach severely suffers from the nature sparse reward setting of the task. To tackle this challenge, we present a novel policy learning paradigm for the object search task, based on hierarchical and interpretable modeling with an intrinsic-extrinsic reward setting. More specifically, we explore the environment efficiently through a proxy low-level policy which is driven by the intrinsic rewarding sub-goals. We further learn our hierarchical policy from the efficient exploration experience where we optimize both of our high-level and low-level policies towards the extrinsic rewarding goal to perform the object search task well. Experiments conducted on the House3D environment validate and show that the robot, trained with our model, can perform the object search task in a more optimal and interpretable way.
                           ","['Ye, Xin', 'Yang, Yezhou']","['Arizona State University', 'Arizona State University']"
Nonholonomic Yaw Control of an Underactuated Flying Robot with Model-Based Reinforcement Learning,"Nonholonomic control is a candidate to control nonlinear systems with path-dependant states. We investigate an underactuated flying micro-aerial-vehicle, the ionocraft, that requires nonholonomic control in the yaw-direction for complete attitude control. Deploying an analytical control law involves substantial engineering design and is sensitive to inaccuracy in the system model. With specific assumptions on assembly and system dynamics, we derive a Lie bracket for yaw control of the ionocraft. As a comparison to the significant engineering effort required for an analytic control law, we implement a data-driven model-based reinforcement learning yaw controller in a simulated flight task. We demonstrate that a simple model- based reinforcement learning framework can match the derived Lie bracket control ¨C in yaw rate and chosen actions ¨C in a few minutes of flight data, without a pre-defined dynamics function. This paper shows that learning-based approaches are useful as a tool for synthesis of nonlinear control laws previously only addressable through expert-based design.
                           ","['Lambert, Nathan', 'Schindler, Craig', 'Drew, Daniel S.', 'Pister, Kristofer S. J.']","['University of California, Berkeley', 'University of California, Berkeley', 'Stanford University', 'University of California, Berkeley']"
Learning to Herd Agents Amongst Obstacles: Training Robust Shepherding Behaviors Using Deep Reinforcement Learning,"Robotic shepherding problem considers the control and navigation of a group of coherent agents (e.g., a flock of bird or a fleet of drones) through the motion of an external robot, called shepherd. Machine learning based methods have successfully solved this problem in an environment with no obstacles. Rule-based methods, on the other hand, can handle more complex scenarios in which environments are cluttered with obstacles and allow multiple shepherds to work collaboratively. However, these rule-based methods are fragile due to the difficulty in defining a comprehensive set of behavioral rules. To overcome these limitations, we propose the first known learning-based method that can herd agents amongst obstacles. By using deep reinforcement learning techniques combined with the probabilistic roadmaps, we train a shepherding model using noisy but controlled environmental and behavioral parameters. Our experimental results show that the trained shepherding controller is robust, namely, it is insensitive to the uncertainties originated from either the group behavioral models or from environments with a small of path homotopy classes. Consequently, the proposed method has a higher success rate, shorter completion time and path length than the rule-based behavioral methods have. These advantages are particularly prominent in more challenging scenarios involving more difficult groups and strenuous passages.
                           ","['Zhi, Jixuan', 'Lien, Jyh-Ming']","['George Mason University', 'George Mason University']"
Double Meta-Learning for Data Efficient Policy Optimization in Non-Stationary Environments,"We are interested in learning models of non-stationary environments, which can be framed as a multi-task learning problem. Model-free reinforcement learning algorithms can achieve good asymptotic performance in multi-task learning at a cost of extensive sampling, due to their approach, which requires learning from scratch. While model-based approaches are among the most data efficient learning algorithms, they still struggle with complex tasks and model uncertainties. Meta-reinforcement learning addresses the efficiency and generalization challenges on multi task learning by quickly leveraging the meta-prior policy for a new task. In this paper, we propose a meta-reinforcement learning approach to learn the dynamic model of a non-stationary environment to be used for meta-policy optimization later. Due to the sample efficiency of model-based learning methods, we are able to simultaneously train both the meta-model of the non-stationary environment and the meta-policy until dynamic model convergence. Then, the meta-learned dynamic model of the environment will generate simulated data for meta-policy optimization. Our experiment demonstrates that our proposed method can meta-learn the policy in a non-stationary environment with the data efficiency of model-based learning approaches while achieving the high asymptotic performance of model-free meta-reinforcement learning.
                           ","['Aghapour, Elahe', 'Ayanian, Nora']","['University of Southern California', 'University of Southern California']"
Leveraging Post Hoc Context for Faster Learning in Bandit Settings with Applications in Robot-Assisted Feeding,"Autonomous robot-assisted feeding requires the ability to acquire a wide variety of food items. However, it is impossible for such a system to be trained on all types of food in existence. Therefore, a key challenge is choosing a manipulation strategy for a previously unseen food item. Previous work showed that the problem can be represented as a linear bandit with visual context. However, food has a wide variety of multi-modal properties relevant to manipulation that can be hard to distinguish visually. Our key insight is that we can leverage the haptic context we collect during and after manipulation (i.e., ``post hoc'') to learn some of these properties and more quickly adapt our visual model to previously unseen food. In general, we propose a modified linear contextual bandit framework augmented with post hoc context observed after action selection to empirically increase learning speed and reduce cumulative regret. Experiments on synthetic data demonstrate that this effect is more pronounced when the dimensionality of the context is large relative to the post hoc context or when the post hoc context model is particularly easy to learn. Finally, we apply this framework to the bite acquisition problem and demonstrate the acquisition of 8 previously unseen types of food with 21% fewer failures across 64 attempts.
                           ","['Gordon, Ethan Kroll', 'Roychowdhury, Sumegh', 'Bhattacharjee, Tapomayukh', 'Jamieson, Kevin', 'Srinivasa, Siddhartha']","['University of Washington', 'Indian Institute of Technology Kharagpur', 'University of Washington', 'University of Washington', 'University of Washington']"
Elastica: A Compliant Mechanics Environment for Soft Robotic Control,"Soft robots are notoriously hard to control. This is partly due to the scarcity of models and simulators able to capture their complex continuum mechanics, resulting in a lack of control methodologies that take full advantage of body compliance. Currently available methods are either too computational demanding or overly simplistic in their physical assumptions, leading to a paucity of available simulation resources for developing such control schemes. To address this, we introduce Elastica, an open-source simulation environment modeling the dynamics of soft, slender rods that can bend, twist, shear, and stretch. We couple Elastica with five state-of-the-art reinforcement learning (RL) algorithms (TRPO, PPO, DDPG, TD3, and SAC). We successfully demonstrate distributed, dynamic control of a soft robotic arm in four scenarios with both large action spaces, where RL learning is difficult, and small action spaces, where the RL actor must learn to interact with its environment. Training converges in 10 million policy evaluations with near real-time evaluation of learned policies.
                           ","['Naughton, Noel', 'Sun, Jiarui', 'Tekinalp, Arman', 'Parthasarathy, Tejaswin', 'Chowdhary, Girish', 'Gazzola, Mattia']","['University of Illinois at Urbana-Champaign', 'University of Illinois at Urbana, Champaign', 'University of Illinois at Urbana-Champaign', 'University of Illinois at Urbana-Champaign', 'University of Illinois at Urbana Champaign', 'University of Illinois at Urbana-Champaign']"
MaAST: Map Attention with Semantic Transformers for Efficient Visual Navigation,"Visual navigation for autonomous agents is a core task in the fields of computer vision and robotics. Learning-based methods, such as deep reinforcement learning, have the potential to outperform the classical solutions developed for this task; however, they come at a significantly increased computational load. Through this work, we design a novel approach that focuses on performing better or comparable to the existing learning-based solutions but under a clear time/computational budget. To this end, we propose a method to encode vital scene semantics such as traversable paths, unexplored areas, and observed scene objects--alongside raw visual streams such as RGB, depth, and semantic segmentation masks---into a semantically informed, top-down egocentric map representation. Further, to enable the effective use of this information, we introduce a novel 2-D map attention mechanism, based on the successful multi-layer Transformer networks. We conduct experiments on 3-D reconstructed indoor PointGoal visual navigation and demonstrate the effectiveness of our approach. We show that by using our novel attention schema and auxiliary rewards to better utilize scene semantics, we outperform multiple baselines trained with only raw inputs or implicit semantic information while operating with an 80% decrease in the agent's experience.
                           ","['Seymour, Zachary', 'Thopalli, Kowshik', 'Mithun, Niluthpol Chowdhury', 'Chiu, Han-Pang', 'Samarasekera, Supun', 'Kumar, Rakesh']","['SRI International', 'Arizona State University', 'SRI International', 'SRI International', 'SRI Sarnoff', 'SRI']"
Transfer Reinforcement Learning across Homotopy Classes,"The ability for robots to transfer their learned knowledge to new tasks¡ªwhere data is scarce¡ªis a fundamental challenge for successful robot learning. While fine-tuning has been well-studied as a simple but effective transfer approach in the context of supervised learning, it is not as well-explored in the context of reinforcement learning. In this work, we study the problem of fine-tuning in transfer reinforcement learning when tasks are parameterized by their reward functions, which are known beforehand. We conjecture that fine-tuning drastically underperforms when source and target trajectories are part of different homotopy classes. We demonstrate that fine-tuning policy parameters across homotopy classes	compared to fine-tuning within a homotopy class requires more interaction with the environment, and in certain cases is impossible. We propose a novel	fine-tuning algorithm, Ease-In-Ease-Out fine-tuning, that consists of a relaxing stage and a curriculum learning stage to enable transfer learning across homotopy classes. Finally, we evaluate our approach on several robotics-inspired simulated environments and empirically verify that the Ease-In-Ease-Out fine-tuning method can successfully fine-tune in a sample-efficient way compared to existing baselines.
                           ","['Cao, Zhangjie', 'Kwon, Minae', 'Sadigh, Dorsa']","['Stanford University', 'Stanford University', 'Stanford University']"
Coding for Distributed Multi-Agent Reinforcement Learning,"This paper aims to mitigate straggler effects in synchronous distributed learning for multi-agent reinforcement learning (MARL) problems. Stragglers arise frequently in a distributed learning system, due to the existence of various system disturbances such as slow-downs or failures of compute nodes and communication bottlenecks. To resolve this issue, we propose a coded distributed learning framework, which speeds up the training of MARL algorithms in the presence of stragglers, while maintaining the same accuracy as the centralized approach. As an illustration, a coded distributed version of the multi-agent deep deterministic policy gradient (MADDPG) algorithm is developed and evaluated. Different coding schemes, including maximum distance separable (MDS) code, random sparse code, replication-based code, and regular low density parity check (LDPC) code are also investigated. Simulations in several multi-robot problems demonstrate the promising performance of the proposed framework.
                           ","['Wang, Baoqian', 'Xie, Junfei', 'Atanasov, Nikolay']","['University of California, San Diego & San Diego State Universit', 'San Diego State University', 'University of California, San Diego']"
FISAR: Forward Invariant Safe Reinforcement Learning with a Deep Neural Network-Based Optimizer,"This paper investigates reinforcement learning with constraints, which are indispensable in safety-critical environments. To drive the constraint violation monotonically decrease, we take the constraints as Lyapunov functions and impose new linear constraints on the policy parameters' updating dynamics. As a result, the original safety set can be forward-invariant. However, because the new guaranteed-feasible constraints are imposed on the updating dynamics instead of the original policy parameters, classic optimization algorithms are no longer applicable. To address this, we propose to learn a generic deep neural network (DNN)-based optimizer to optimize the objective while satisfying the linear constraints. The constraint-satisfaction is achieved via projection onto a polytope formulated by multiple linear inequality constraints, which can be solved analytically with our newly designed metric. To the best of our knowledge, this is the textit{first} DNN-based optimizer for constrained optimization with the forward invariance guarantee. We show that our optimizer trains a policy to decrease the constraint violation and maximize the cumulative reward monotonically. Results on numerical constrained optimization and obstacle-avoidance navigation validate the theoretical findings.
                           ","['Sun, Chuangchuang', 'Kim, Dong Ki', 'How, Jonathan Patrick']","['Massachusetts Institute of Technology', 'Massachusetts Institute of Tech', 'Massachusetts Institute of Technology']"
Min-Max Entropy Inverse RL of Multiple Tasks,"Multi-task IRL recognizes that expert(s) could be switching between multiple ways of solving the same problem, or interleaving demonstrations of multiple tasks. The learner aims to learn the reward functions that individually guide these distinct ways. We present a new method for multi-task IRL that generalizes the well-known maximum entropy approach by combining it with a Dirichlet process based minimum entropy clustering of the observed data. This yields a single nonlinear optimization problem, called MinMaxEnt Multi-task IRL (MME-MTIRL), which can be solved using the Lagrangian relaxation and gradient descent methods. We evaluate MME-MTIRL on the robotic task of sorting onions on a processing line where the expert utilizes multiple ways of detecting and removing blemished onions. The method is able to learn the underlying reward functions to a high level of accuracy and it improves on the previous approaches.
                           ","['Arora, Saurabh', 'Doshi, Prashant', 'Banerjee, Bikramjit']","['University of Georgia', 'University of Georgia', 'University of Southern Mississippi']"
The Value of Planning for Infinite-Horizon Model Predictive Control,"Model Predictive Control (MPC) is a classic tool for optimal control of complex, real-world systems. Although it has been successfully applied to a wide range of challenging tasks in robotics, it is fundamentally limited by the prediction horizon, which, if too short, will result in myopic decisions. Recently, several papers have suggested using a learned value function as the terminal cost for MPC. If the value function is accurate, it effectively allows MPC to reason over an *infinite* horizon. Unfortunately, Reinforcement Learning (RL) solutions to value function approximation can be difficult to realize for robotics tasks. In this paper, we suggest a more efficient method for value function approximation that applies to goal-directed problems, like reaching and navigation. In these problems, MPC is often formulated to track a path or trajectory returned by a planner. However, this strategy is brittle in that unexpected perturbations to the robot will require replanning, which can be costly at runtime. Instead, we show how the intermediate data structures used by modern planners can be interpreted as an approximate *value function*. We show that that this value function can be used by MPC *directly*, resulting in more efficient and resilient behavior at runtime.
                           ","['Hatch, Nathan', 'Boots, Byron']","['University of Washington', 'University of Washington']"
